# Time taken: 88 seconds.
# Time evolution (time units: ms)
0.0000e+00     1.0000000000e+00              
1.0000e-01     7.5548530906e-01              
2.0000e-01     2.9027722711e-01              
3.0000e-01     4.4838380638e-02              
4.0000e-01     1.2620352417e-03              
5.0000e-01     4.6523408364e-06              
6.0000e-01     2.2111434938e-09              
7.0000e-01     3.4497037636e-13              
8.0000e-01     2.2673847601e-17              
9.0000e-01     3.6243375895e-22              
1.0000e+00     3.0320195364e-27              

